id,Year,Category,Nominee
1766,1992,Best Pop Instrumental Performance,Star Wars Trilogy.
792,1978,Best Album of Original Score written for a Motion Picture or Television Special,Star Wars: Episode IV - A New Hope
825,1978,Best Pop Instrumental Performance,Star Wars: Episode IV - A New Hope
960,1981,Best Album of Original Score Written for a Motion Picture or Television Special,Star Wars: Episode V - The Empire Strikes Back
4161,2017,Best Score Soundtrack for Visual Media,Star Wars: Episode VII - The Force Awakens
4255,2018,Best Urban Contemporary Album,Starboy
2257,1998,Best Jazz Instrumental Solo,Stardust
3013,2005,Best Traditional Pop Vocal Album,Stardust...The Great American Songbook Volume III
3584,2011,Best Comedy Album,Stark Raving Black
773,1977,Best New Artist of the Year,Starland Vocal Band (artist)
4267,2019,"Best Arrangement, Instrumental or A Cappella",Stars and Stripes Forever
3371,2009,Best Country Song,Stay
3372,2009,Best Country Vocal Performance by a Duo or Group,Stay
3419,2009,Best R&B Performance by a Duo or Group with Vocals,Stay with Me (By the Sea)
4018,2015,Record of the Year,Stay with Me (Darkchild version).
4019,2015,Song of the Year,Stay With Me (Darkchild version).
850,1979,Best Arrangement for Voices,Stayin' Alive
2456,2000,Best Male R&B Vocal Performance,Staying Power
2498,2000,Best Traditional R&B Vocal Performance,Staying Power
1653,1991,Best Contemporary Folk Recording,Steady On
2209,1997,Best Spoken Word Album for Children,Stellaluna
3943,2015,Best Blues Album,Step Back
1950,1994,Best Traditional Pop Vocal Performance,Steppin' Out
3903,2014,Best Pop Instrumental Album,Steppin' Out
4283,2019,Best Contemporary Instrumental Album,Steve Gadd Band
3129,2006,"Producer of the Year, Non-Classical",Steve Lillywhite
2736,2003,Best Female Rock Vocal Performance,Steve McQueen
4110,2017,Best Chamber Music/Small Ensemble Performance,Steve Reich
2602,2001,"Producer of the Year, Classical",Steven Epstein
2912,2004,"Producer of the Year, Classical",Steven Epstein
2126,1996,Classical Producer of the Year,Steven Epstein (artist)
2309,1998,"Producer of the Year, Classical",Steven Epstein (artist)
1266,1985,Classical Producer Of The Year,Steven Epstein (producer)
2405,1999,"Producer of the Year, Classical",Steven Epstein (producer)
3567,2010,"Producer of the Year, Classical",Steven Epstein (producer)
778,1977,Best Producer of the Year,Stevie Wonder (producer)
3590,2011,Best Contemporary R&B Gospel Album,Still
693,1976,Album of the Year,Still Crazy After All These Year
728,1976,"Best Pop Vocal Performance, Male",Still Crazy After All These Years
1440,1988,"Best Jazz Fusion Performance, Vocal or Instrumental",Still Life (Talking).
2395,1999,Best Spoken Word Album,Still Me .
4087,2016,Best Roots Gospel Album,Still Rockin' My Soul
4080,2016,Best Recording Package,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys
3447,2009,Best Traditional Pop Vocal Album,Still Unforgettable
1916,1994,Best Music Video - Long Form,Sting: Ten Summoners Tales
1676,1991,Best Metal Performance,Stone Cold Crazy
1971,1995,Best Country Album,Stones In The Road
4238,2018,Best Reggae Album,Stony Hill
1301,1986,"Best Jazz Fusion Performance, Vocal or Instrumental",Straight To The Heart.
2250,1998,Best Instrumental Arrangement,"Straight, No Chaser"
3245,2008,Best Chamber Music Performance,Strange Imaginary Animals
1173,1984,Best New Country Song,Stranger In My House.
291,1967,Best Arrangement Accompanying a Vocalist or Instrumentalist,Strangers In The Night
306,1967,Best Engineered Recording - Non-Classical,Strangers In The Night
326,1967,"Best Vocal Performance, Male",Strangers In The Night
327,1967,Record of the Year,Strangers In The Night
2641,2002,Best Instrumental Soloist(s) Performance (with Orchestra),Strauss Wind Concertos - Horn Concerto; Oboe Concerto
751,1977,Best Classical Orchestral Performance,Strauss: Also Sprach Zarathustra
130,1963,Best Engineered Recording - Classical,Strauss: Also Sprach Zarathustra.
252,1966,Best Classical Vocal Soloist Performance,"Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)"
75,1962,Album Of the Year - Classical,Stravinsky Conducts 1960: Le Sacre Du Printemps; Petrouchka.
3328,2008,Best Small Ensemble Performance,"Stravinsky: Apollo, Concerto In D; Prokofiev: 20 Visions Fugitives"
338,1968,Best Classical Performance - Orchestra,Stravinsky: Firebird And Petrouchka Suites
2417,2000,Best Classical Album,Stravinsky: Firebird; The Rite Of Spring; Perséphone
2431,2000,"Best Engineered Album, Classical",Stravinsky: Firebird; The Rite Of Spring; Perséphone
2466,2000,Best Orchestral Performance,Stravinsky: Firebird; The Rite Of Spring; Perséphone
1313,1986,Best New Classical Artist,Stravinsky: L' Histoire Du Soldat (The Soldier's Tale - Suite) - (also) - Walton: Façade (An Instrumental Suite In The Original Scoring).
472,1971,"Best Classical Performance, Orchestra",Stravinsky: Le Sacre Du Printemps
485,1971,"Best Engineered Recording, Classical",Stravinsky: Le Sacre Du Printemps
86,1962,Best Contemporary Classical Composition,Stravinsky: Movements For Piano And Orchestra.
248,1966,Best Classical Choral Performance (other than opera),Stravinsky: Symphony Of Psalms/Poulenc: Gloria
124,1963,Best Classical Performance- Orchestra,Stravinsky: The Firebird Ballet.
127,1963,Best Contemporary Composition,Stravinsky: The Flood.
2465,2000,Best Opera Recording,Stravinsky: The Rake's Progress
123,1963,Best Classical Performance- Instrumental Soloist Or Soloists (With Orchestra),Stravinsky: Violin Concerto In D.
2963,2005,Best Latin Rock/Alternative Album,Street Signs
1999,1995,Best Male Rock Vocal Performance,Streets Of Philadelphia
2028,1995,Best Rock Song,Streets Of Philadelphia
2043,1995,Song of the Year,Streets Of Philadelphia
2029,1995,Best Song Written Specifically for a Motion Picture or for Television,Streets of Philadelphia.
4147,2017,Best Pop Duo/Group Performance,Stressed Out
4081,2016,Best Reggae Album,Strictly Roots
1801,1993,Best Arrangement on an Instrumental,Strike Up The Band
1425,1988,"Best Country Instrumental Performance (orchestra, group or soloist)",String Of Pars.
1422,1988,Best Contemporary Blues Recording,Strong Persuader.
3315,2008,Best Rap Solo Performance,Stronger
3819,2013,Best Pop Vocal Album,Stronger.
2668,2002,Best Pop Performance by a Duo or Group with Vocal,Stuck In A Moment You Can't Get Out Of
3290,2008,Best Male Country Vocal Performance,Stupid Boy
333,1968,Best Album Notes,Suburban Attitudes In Country Verse
4027,2016,"Best Arrangement, Instruments and Vocals",Sue (Or In A Season Of Crime)
2354,1999,Best Latin Rock/Alternative Performance,Sueños Liquidos
1499,1989,"Best Country Instrumental Performance (orchestra, group or soloist)",Sugarfoot Rag.
1566,1990,Best Arrangement on an Instrumental,Suite From The Milagro Beanfield War
1345,1987,Best Arrangement on an Instrumental,Suite Memories.
4219,2018,Best Metal Performance,Sultan's Curse
623,1974,Best Instrumental Arrangement,Summer In The City
530,1972,Best Instrumental Composition,Summer of '42
1140,1984,Best Arrangement on an Instrumental,Summer Sketches '82.
1774,1992,Best Rap Performance by a Duo or Group,Summertime
4166,2017,Best Traditional Pop Vocal Album,Summertime: Willie Nelson Sings Gershwin
723,1976,Best Latin Recording,Sun Of Latin Music
1208,1985,Best Cast Show Album,Sunday In The Park With George.
2312,1998,Song of the Year,Sunny Came Home
2945,2005,Best Female Pop Vocal Performance,Sunrise
3102,2006,"Best Remixed Recording, Non-Classical",Superfly (Louie Vega EOL Mix)
902,1980,Best Album of Original Score Written for a Motion Picture or Television Special,Superman
2410,2000,Album of the Year,Supernatural
2480,2000,Best Rock Album,Supernatural
626,1974,Best Jazz Performance by a Group,Supersax Plays Bird
635,1974,Best R&B Song,Superstition
638,1974,"Best R&B Vocal Performance, Male",Superstition
3379,2009,Best Female R&B Vocal Performance,Superwoman
2672,2002,Best R&B Performance by a Duo or Group with Vocal,Survivor
3422,2009,Best Rap Performance by a Duo or Group,Swagga Like Us
904,1980,Best Cast Show Album,Sweeney Todd.
2436,2000,Best Female Rock Vocal Performance,Sweet Child O' Mine
1393,1987,Best Rhythm & Blues Song,Sweet Love.
3509,2010,Best Male Country Vocal Performance,Sweet Thing
4315,2019,Best Pop Vocal Album,Sweetener
63,1961,Best Performance- Folk,Swing Dat Hammer.
3886,2014,Best Instrumental Arrangement Accompanying Vocalist(s),Swing Low
440,1970,"Best Engineered Recording, Classical",Switched-on Bach
420,1970,"Album of the Year, Classical",Switched-On-Bach
426,1970,"Best Classical Performance, Instrumental Soloist or Soloists (with or without Orchestra)",Switched-On-Bach
4042,2016,Best Contemporary Instrumental Album,Sylva.
2567,2001,Best Pop Instrumental Album,Symphony No. 1
3355,2009,Best Choral Performance,Symphony Of Psalms
1187,1984,Best Rock Performance by a Duo or Group with Vocal,Synchronicity.
3962,2015,Best Dance/Electronic Album,Syro
3963,2015,Best Dance/Electronica Album,Syro.
2704,2002,"Producer of the Year, Non-Classical",T Bone Burnett
4193,2018,Best Contemporary Blues Album,Tajmo
1549,1989,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Take 6.
1911,1994,Best Jazz Vocal Performance,Take A Look
3823,2013,Best Rap Album,Take Care.
736,1976,Best Soul Gospel Performance,Take Me Back
4135,2017,Best Jazz Vocal Album,Take Me to the Alley
1413,1988,Best Arrangement on an Instrumental,Take The A Train.
3638,2011,Best Pop Instrumental Album,Take Your Pick
2421,2000,Best Contemporary Blues Album,Take Your Shoes Off
3132,2007,Album of the Year,Taking the Long Way
3152,2007,Best Country Album,Taking the Long Way
2165,1997,"Best Jazz Instrumental Performance, Individual or Group",Tales From The Hudson
3211,2007,"Best Remixed Recording, Non-Classical",Talk (Thin White Duke Mix)
488,1971,Best Gospel Performance,Talk About The Good Times
4115,2017,Best Comedy Album,Talking for Clapping
2039,1995,Best World Music Album,Talking Timbuktu
3976,2015,Best Latin Pop Album,Tangos
508,1972,Album of the Year,Tapestry
539,1972,"Best Pop Vocal Performance, Female",Tapestry
2489,2000,Best Soundtrack Album,Tarzan
3759,2012,Best World Music Album,Tassili
1018,1982,Best Album Package,Tattoo You.
2715,2003,Best Classical Contemporary Composition,Tavener: Lamentations & Praises
2792,2003,Best Small Ensemble Performance (with or without Conductor),Tavener: Lamentations & Praises
4065,2016,Best Music Video,Taylor Swift: Bad Blood
7,1959,Best Classical Performance - Instrumentalist (with Concerto Scale Accompaniment),"Tchaikovsky: Piano Concerto No. 1 In B Flat Minor, Op. 23"
163,1964,Best Classical Performance- Instrumental Soloist Or Soloists (With Orchestra),Tchaikovsky: Piano Concerto No. 1 In B Flat Minor.
1022,1982,Best Chamber Music Performance,Tchaikovsky: Piano Trio In A Minor.
3242,2008,Best Banda Album,Te Va A Gustar
1848,1993,"Best Pop Vocal Performance, Male",Tears In Heaven
1876,1993,Record of the Year,Tears in Heaven.
1877,1993,Song of the Year,Tears in Heaven.
4157,2017,Best Rock Album,Tell Me I'm Pretty
681,1975,"Best R&B Vocal Performance by a Duo, Group or Chorus",Tell Me Something Good
1900,1994,"Best Engineered Album, Non-Classical",Ten Summoner's Tales
1854,1993,Best Rap Performance by a Duo or Group,Tennessee
26,1959,Best R&B Vocal Performance by a Duo or Group,Tequila
28,1959,Best Rhythm & Blues Performance,Tequila
4285,2019,Best Country Duo/Group Performance,Tequila
3421,2009,Best Rap Album,Tha Carter III
2194,1997,Best Rap Performance by a Duo or Group,Tha Crossroads
2680,2002,"Best Remixed Recording, Non-Classical",Thank You (Deep Dish Vocal Remix)
2522,2001,Best Contemporary Soul Gospel Album,Thankful
973,1981,Best Country Performance by a Duo or Group with Vocal,That Lovin' You Feelin' Again.
658,1975,Best Comedy Recording,That Nigger's Crazy
23,1959,Best Performance by a Vocal Group or Chorus,That Old Black Magic
1931,1994,Best R&B Song,That's the Way Love Goes
1938,1994,Best Rhythm & Blues Song,That's The Way Love Goes
1221,1985,"Best Country Vocal Performance, Male",That's The Way Love Goes.
1384,1987,Best Pop Performance by a Duo or Group with Vocal,That's What Friends Are For.
1408,1987,Song of the Year,That's What Friends Are For.
4231,2018,Best R&B Performance,That's What I Like
4232,2018,Best R&B Song,That's What I Like
4260,2018,Song of the Year,That's What I Like
2394,1999,Best Spoken Comedy Album,The 2000 Year Old Man in the Year 2000.
2461,2000,Best Musical Album for Children,The Adventures of Elmo in Grouchland
3387,2009,Best Instrumental Composition,The Adventures Of Mutt
4056,2016,Best Instrumental Composition,The Afro Latin Jazz Suite
238,1965,Most Promising New Classical Recording Artist,"The Age Of Bel Canto: Operatic Scenes (Boyngne, cond.)"
4191,2018,Best Comedy Album,The Age of Spin & Deep in the Heart of Texas
1391,1987,Best Recording for Children,The Alphabet.
2076,1996,Best Instrumental Soloist(s) Performance (with orchestra),"The American Album - Works Of Bernstein, Barber, Foss"
2393,1999,"Best Southern, Country, Or Bluegrass Gospel Album",The Apostle
1887,1994,Best Classical Vocal Performance,"The Art Of Arleen Auger (Works Of Larsen, Purcell, Schumann, Mozart)"
749,1977,Best Chamber Music Performance,The Art Of Courtly Love
3121,2006,Best Traditional Pop Vocal Album,The Art of Romance
84,1962,Best Classical Performance- Vocal Soloist (With or Without Orchestra),The Art Of The Prima Donna.
765,1977,Best Inspirational Performance,"The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton"
659,1975,Best Country Instrumental Performance,The Atkins-Travis Traveling Show
3332,2008,Best Spoken Word Album,The Audacity of Hope: Thoughts on Reclaiming the American Dream
2492,2000,Best Spoken Word Album,"The Autobiography Of Martin Luther King, Jr."
3830,2013,Best Regional Roots Music Album,The Band Courtbouillon
4308,2019,Best Musical Theater Album,The Band's Visit
666,1975,Best Gospel Performance (other than soul gospel),The Baptism Of Jesse Taylor
154,1964,Album of the Year (Other Than Classical),The Barbra Streisand Album.
156,1964,Best Album Cover- Other Than Classical,The Barbra Streisand Album.
190,1964,"Best Vocal Performance, Female",The Barbra Streisand Album.
4054,2016,Best Historical Album,The Basement Tapes Complete: The Bootleg Series Vol. 11
1515,1989,Best Instrumental Composition,The Batman Theme.
222,1965,Best New Artist,The Beatles (artist)
3611,2011,Best Historical Album,The Beatles (The Original Studio Recordings)
3252,2008,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",The Beatles in 'Love'
4141,2017,Best Music Film,The Beatles: Eight Days a Week - The Touring Years
2323,1999,Best Classical Vocal Performance,"The Beautiful Voice - Works Of Charpentier, Gounod, Massenet & Flotow"
896,1979,Producer of the Year,"The Bee Gees (producer), Albhy Galuten (producer), Karl Richardson (producer)"
840,1978,Best Spoken Word Recording,The Belle Of Amherst
1168,1984,"Best Jazz Vocal Performance, Female",The Best Is Yet To Come.
25,1959,"Best Performance, Documentary or Spoken Word",The Best Of The Stan Freberg Shows
532,1972,Best Jazz Performance by a Group,The Bill Evans Album
533,1972,Best Jazz Performance by a Soloist,The Bill Evans Album
3243,2008,Best Bluegrass Album,The Bluegrass Diaries
4335,2019,Best Traditional Blues Album,The Blues is Alive and Well
1878,1994,Album of the Year,The Bodyguard: Original Soundtrack Album.
3724,2012,Best Musical Theater Album,The Book of Mormon: Original Broadway Cast Recording.
3971,2015,Best Instrumental Composition,The Book Thief from The Book Thief Original Motion Picture Soundtrack
2376,1999,Best R&B Performance by a Duo or Group with Vocals,The Boy Is Mine.
1330,1986,"Best Rock Vocal Performance, Male",The Boys Of Summer.
3201,2007,Best R&B Album,The Breakthrough
1385,1987,"Best Pop Vocal Performance, Female",The Broadway Album.
35,1961,Album of the Year,The Button-Down Mind of Bob Newhart
47,1961,Best Comedy Performance - Spoken Word,The Button-Down Mind Strikes Back!.
2582,2001,Best Rock Instrumental Performance,The Call Of Ktulu
2482,2000,Best Rock Instrumental Performance,The Calling
2644,2002,Best Jazz Vocal Album,The Calling
3144,2007,Best Comedy Album,The Carnegie Hall Performance
493,1971,Best New Artist,The Carpenters
224,1965,Best Original Jazz Composition,The Cat
1949,1994,Best Traditional Folk Album,The Celtic Harp
743,1977,Best Album Notes,The Changing Face Of Harlem - The Savoy Sessions (Various Artists)
2396,1999,Best Spoken Word Album for Children,The Children's Shakespeare(Various Artists)
11,1959,Best Comedy Performance,The Chipmunk Song
15,1959,Best Engineered Record - Non-Classical,The Chipmunk Song
27,1959,Best Recording for Children,The Chipmunk Song (Christmas Don't Be Late)
214,1965,Best Engineered Recording - Special or Novel Effects,The Chipmunks Sing The Beatles
455,1970,"Best R&B Vocal Performance, Male",The Chokin' Kind
1785,1992,Best Spoken Word or Non-musical Album,The Civil War
1787,1992,Best Traditional Folk Album,The Civil War - Original Soundtrack (Various Artists)
131,1963,Best Engineering Contribution - Novelty,"The Civil War, Vol. I>"
171,1964,Best Engineered Recording- Special or Novel Effects,"The Civil War, Vol. II."
2752,2003,Best Long Form Music Video,The Clash: Westway to the World
2882,2004,Best R&B Vocal Performance by a Duo or Group,The Closer I Get to You
1150,1984,Best Country Performance by a Duo or Group with Vocal,The Closer You Get....
2987,2005,Best Rap Album,The College Dropout
4143,2017,Best Musical Theater Album,The Color Purple
145,1963,Best Performance by an Orchestra or Instrumentalist with Orchestra- Primarily Not Jazz Or For Dancing,The Colorful Peter Nero.
3026,2006,Best Bluegrass Album,The Company We Keep
1879,1994,Best Album Notes,The Complete Billie Holiday On Verve 1945-1959
1905,1994,Best Historical Album,The Complete Billie Holiday On Verve 1945-1959
1936,1994,Best Recording Package,The Complete Billie Holiday On Verve 1945-1959
1824,1993,Best Historical Album,The Complete Capitol Recordings Of The Nat King Cole Trio
3495,2010,Best Historical Album,The Complete Chess Masters (1950-1967)
2917,2005,Best Album Notes,The Complete Columbia Recordings Of Woody Herman And His Orchestra & Woodchoppers (1945-1947)
2131,1997,Best Album Notes,The Complete Columbia Studio Recordings
2158,1997,Best Historical Album,The Complete Columbia Studio Recordings
2197,1997,Best Recording Package - Boxed,The Complete Columbia Studio Recordings
1983,1995,Best Historical Album,The Complete Ella Fitzgerald Song Books On Verve
2021,1995,Best Recording Package - Boxed,The Complete Ella Fitzgerald Songbooks
2317,1999,Best Boxed Recording Package,The Complete Hank Williams
2341,1999,Best Historical Album,The Complete Hank Williams
2815,2004,Best Boxed or Special Limited Edition Package,The Complete Jack Johnson Sessions
3024,2006,Best Album Notes,The Complete Library Of Congress Recordings By Alan Lomax
3059,2006,Best Historical Album,The Complete Library Of Congress Recordings By Alan Lomax
3458,2010,Best Album Notes,The Complete Louis Armstrong Decca Sessions (1935-1946)
2045,1996,Best Album Notes,"The Complete Stax/Volt Soul Singles, Vol. 3: 1972-1975(Various Artists)"
3883,2014,Best Historical Album,The Complete Sussex And Columbia Albums
552,1973,Album of the Year,The Concert For Bangla Desh
3051,2006,Best Female Country Vocal Performance,The Connection
1302,1986,"Best Jazz Instrumental Performance, Big Band",The Cotton Club - Original Motion Picture Soundtrack.
3462,2010,Best Bluegrass Album,The Crow : New Songs for the 5 - Sting Banjo
4132,2017,Best Historical Album,"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Collector's Edition)"
3666,2011,"Best Spoken Word Album (includes poetry, audio books & story telling)",The Daily Show With Jon Stewart Presents Earth (The Audiobook)
2927,2005,Best Comedy Album,The Daily Show With Jon Stewart Presents...America: A Citizen's Guide To Democracy Inaction
3434,2009,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",The Dark Knight
4220,2018,Best Music Film,The Defiant Ones (limited series)
474,1971,Best Comedy Recording,The Devil Made Me Buy This Dress
914,1980,Best Country Performance by a Duo or Group with Vocal,The Devil Went Down To Georgia.
2984,2005,Best R&B Album,The Diary of Alicia Keys
3251,2008,Best Comedy Album,The Distant Future
1059,1982,Best R&B Performance by a Duo or Group with Vocal,The Dude.
2439,2000,Best Historical Album,The Duke Ellington Centennial Edition - The Complete RCA Victor Recordings (1927-1973)
3525,2010,Best Pop Vocal Album,The E.N.D.
3942,2015,Best Bluegrass Album,The Earls Of Leicester
2053,1996,Best Classical Vocal Performance,The Echoing Air - The Music Of Henry Purcell
593,1973,Best Recording for Children,The Electric Company
1464,1988,Best Recording for Children,The Elephant's Child.
2774,2003,Best Pop/Contemporary Gospel Album,The Eleventh Hour
157,1964,Best Album Notes,The Ellington Era.
768,1977,Best Jazz Performance by a Big Band,The Ellington Suites
3039,2006,Best Contemporary R&B Album,The Emancipation of Mimi
2778,2003,Best Rap Album,The Eminem Show
985,1981,Best Instrumental Composition,The Empire Strikes Back.
758,1977,Best Country Vocal Performance by a Duo or Group,The End Is Not In Sight (The Cowboy Tune)
2248,1998,Best Hard Rock Performance,The End Is The Beginning Is The End
1626,1990,"Best Rock Vocal Performance, Male",The End of the Innocence
675,1975,Best Pop Instrumental Performance,The Entertainer
708,1976,Best Country Instrumental Performance,The Entertainer
1741,1992,Best Gospel Album by Choir or Chorus,The Evolution Of Gospel
2622,2002,Best Contemporary Soul Gospel Album,The Experience
1565,1990,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Fabulous Baker Boys
3641,2011,Best Pop Vocal Album,The Fame Monster.
3485,2010,Best Electronic/Dance Album,The Fame.
1436,1988,"Best Gospel Performance, Male",The Father Hath Provided.
3366,2009,Best Contemporary R&B Gospel Album,The Fight of My Life
116,1963,Album of the Year (Other Than Classical),The First Family.
126,1963,Best Comedy Performance,The First Family.
597,1973,Record of the Year,The First Time Ever I Saw Your Face
598,1973,Song of the Year,The First Time Ever I Saw Your Face
3100,2006,Best Recording Package,The Forgotten Arm
861,1979,Best Country Song,The Gambler
917,1980,"Best Country Vocal Performance, Male",The Gambler.
2769,2003,Best Pop Collaboration with Vocals,The Game of Love
3969,2015,Best Historical Album,"The Garden Spot Programs, 1950"
2749,2003,Best Latin Jazz Album,The Gathering
69,1961,"Best Vocal Performance Album, Male",The Genius Of Ray Charles.
2141,1997,Best Contemporary Folk Album,The Ghost Of Tom Joad
819,1978,Best Jazz Performance by a Soloist,The Giants
239,1965,Record of the Year,The Girl From Ipanema
1726,1992,Best Classical Vocal Soloist,"The Girl With Orange Lips (Falla, Ravel, etc.)"
3836,2013,Best Score Soundtrack for Visual Media,The Girl with the Dragon Tattoo
2335,1999,"Best Engineered Album, Non-Classical",The Globe Sessions
2384,1999,Best Rock Album,The Globe Sessions
352,1968,"Best Engineered Recording, Classical",The Glorious Sound Of Brass
383,1969,Best Choral Performance (other than opera),The Glory Of Gabrieli
3793,2013,"Best Engineered Album, Non-Classical",The Goat Rodeo Sessions
3794,2013,Best Folk Album,The Goat Rodeo Sessions
582,1973,Best Original Score Written for a Motion Picture or a Television Special,The Godfather
3721,2012,Best Large Jazz Ensemble Album,The Good Feeling
405,1969,Best Original Score Written for a Motion Picture,The Graduate
406,1969,Best Original Score Written for a Motion Picture or a Television Special,The Graduate
4005,2015,Best Score Soundtrack for Visual Media,The Grand Budapest Hotel
2510,2001,Best Bluegrass Album,The Grass Is Blue
1844,1993,Best Pop Gospel Album,The Great Adventure
1849,1993,Best Pop/Contemporary Gospel Album,The Great Adventure
1961,1995,Best Bluegrass Album,The Great Dobro Sessions(Various Artists)
1705,1991,Best Southern Gospel Album,The Great Exchange
1159,1984,Best Historical Album,"The Greatest Recordings Of Arturo Toscanini - Symphonies, Vol. I."
398,1969,Best Gospel Performance,The Happy Gospel Of The Happy Goodmans
2070,1996,Best Historical Album,The Heifetz Collection(Various Artists)
120,1963,Best Classical Performance- Chamber Music,"The Heifetz-Piatigorsky Concerts With Primrose, Pennario And Guests."
3909,2014,Best Rap Album,The Heist.
3148,2007,Best Contemporary Jazz Album,The Hidden Land
1288,1986,Best Country Song,The Highwayman
857,1979,"Best Classical Performance, Instrumental Soloist(s) (without orchestra)",The Horowitz Concerts 1977/78
910,1980,"Best Classical Performance, Instrumental Soloist or Soloists (without orchestra)",The Horowitz Concerts 1978/79.
1027,1982,"Best Classical Performance, Instrumental Soloist or Soloists (without orchestra)",The Horowitz Concerts 1979/80.
3604,2011,Best Female Country Vocal Performance,The House That Built Me
3597,2011,Best Country Vocal Performance - Female,The House That Built Me.
1966,1995,Best Classical Vocal Performance,"The Impatient Lover - Italian Songs By Beethoven, Schubert, Mozart"
270,1966,Best Instrumental Jazz Performance - Small Group or Soloist With Small Group,The In Crowd
3060,2006,Best Instrumental Arrangement,The Incredits (Various Artists)
1137,1984,Best Album Notes,The Interplay Sessions.
117,1963,Best Album Cover- Classical,The Intimate Bach.
4264,2019,Best American Roots Performance,The Joke
4265,2019,Best American Roots Song,The Joke
1409,1988,Album of the Year,The Joshua Tree.
1468,1988,Best Rock Performance by a Duo or Group with Vocal,The Joshua Tree.
3748,2012,Best Score Soundtrack for Visual Media,The King's Speech
4117,2017,Best Contemporary Blues Album,The Last Days of Oakland
1486,1989,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Last Emperor
3978,2015,Best Metal Performance,The Last in Line.
3758,2012,Best Tropical Latin Album,The Last Mambo
1648,1991,"Best Classical Performance, Instrumental Soloist (without orchestra)",The Last Recording
3999,2015,Best Regional Roots Music Album,The Legacy
3027,2006,Best Boxed or Special Limited Edition Package,The Legend
1670,1991,"Best Jazz Instrumental Performance, Group",The Legendary Oscar Peterson Trio Live At The Blue Note
1671,1991,"Best Jazz Instrumental Performance, Soloist",The Legendary Oscar Peterson Trio Live At The Blue Note
769,1977,Best Jazz Performance by a Group,The Leprechaun
871,1979,Best Historical Repackage Album,"The Lester Young Story, Vol. 3"
2004,1995,Best Musical Album for Children,The Lion King
2363,1999,Best Musical Show Album,The Lion King
2032,1995,Best Spoken Word Album for Children,The Lion King Read-Along
1696,1991,Best Recording for Children,The Little Mermaid (An Original Walt Disney Records Soundtrack).
734,1976,Best Recording for Children,The Little Prince.
1929,1994,Best Pop/Contemporary Gospel Album,The Live Adventure
3275,2008,Best Historical Album,The Live Wire - Woody Guthrie In Performance 1949
3846,2013,Best World Music Album,The Living Room Sessions Part 1
572,1973,Best Ethnic or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session
2630,2002,"Best Engineered Album, Non-Classical",The Look Of Love
2790,2003,"Best Score Soundtrack Album for a Motion Picture, Television or Other Visual Media",The Lord of the Rings: The Fellowship of the Ring
3001,2005,"Best Score Soundtrack Album for a Motion Picture, Television or Other Visual Media",The Lord of the Rings: The Return of the King
2896,2004,"Best Score Soundtrack Album for a Motion Picture, Television or Other Visual Media",The Lord of the Rings: The Two Towers
1069,1982,"Best Soul Gospel Performance, Traditional",The Lord Will Make A Way.
980,1981,"Best Gospel Performance, Contemporary or Inspirational",The Lord's Prayer.
2626,2002,Best Country Performance by a Duo or Group with Vocal,The Lucky One
2627,2002,Best Country Song,The Lucky One
2575,2001,Best Rap Album,The Marshall Mathers LP
3992,2015,Best Rap Album,The Marshall Mathers LP 2.
1039,1982,"Best Gospel Performance, Traditional",The Masters V.
2592,2001,Best Spoken Word Album,The Measure of a Man
2181,1997,Best New Age Album,The Memory Of Trees
2313,1999,Album of the Year,The MisEducation of Lauryn Hill
2375,1999,Best R&B Album,The Miseducation of Lauryn Hill.
1730,1992,Best Contemporary Folk Album,The Missing Years
3305,2008,Best Pop Instrumental Album,The Mix-Up
3995,2015,Best Rap/Sung Collaboration,The Monster.
3720,2012,Best Jazz Vocal Album,The Mosaic Project (Various Artists)
715,1976,Best Ethnic or Traditional Recording,The Muddy Waters Woodstock Album
944,1980,Best Recording for Children,The Muppet Movie
890,1979,Best Recording for Children,The Muppet Show
4028,2016,Best Bluegrass Album,The Muscle Shoals Recordings
3,1959,Best Arrangement,The Music From Peter Gunn
1,1959,Album of the Year,The Music from Peter Gunn.
16,1959,Best Instrumental Arrangement,The Music from Peter Gunn.
21,1959,Best Original Cast Album (Broadway or TV),The Music Man
3585,2011,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media","The Music, Volume 1."
435,1970,Best Country Instrumental Performance,The Nashville Brass Featuring Danny Davis Play More Nashville Sounds
4180,2018,Best Americana Album,The Nashville Sound
2913,2004,"Producer of the Year, Non-Classical",The Neptunes
3390,2009,"Best Jazz Instrumental Album, Individual or Group",The New Crystal Silence
1733,1992,Best Country Instrumental Performance,The New Nashville Cats
